siteID,plot_dist_km,comdis
HARV,5.196224331,0.660853603
HARV,2.728541809,0.899783185
HARV,8.502437672,0.867992384
HARV,5.675851351,0.950537027
HARV,2.625617446,0.794331292
HARV,1.312666212,0.633840053
HARV,2.685117704,0.686305732
HARV,2.033020467,0.714132762
HARV,4.109192179,0.808949865
HARV,0.766813555,0.888735123
HARV,2.629025703,0.84970015
HARV,0.946391822,0.475446429
HARV,1.835553373,0.903727418
HARV,1.047773405,0.561024611
HARV,1.033710241,0.536731415
HARV,8.486228698,0.829838849
HARV,2.353619513,0.846646185
HARV,3.274354672,0.414900662
HARV,1.849070263,0.691133558
HARV,2.234280824,0.85927862
HARV,1.463261475,0.5116
HARV,5.468888741,0.639167862
HARV,2.3089099,0.666624606
HARV,1.723087423,0.91613723
HARV,3.699942647,0.930012961
HARV,0.598481894,0.930072123
HARV,1.785853606,0.948710476
HARV,2.626807283,0.765009129
HARV,3.168651258,0.743515252
HARV,0.92922506,0.933602348
HARV,3.070920005,0.794006969
HARV,0.243161868,0.915731116
HARV,1.884623258,0.680302315
HARV,1.500817124,0.929409364
HARV,1.304324469,0.84204467
HARV,8.763951293,0.981340342
HARV,2.557975402,0.585327945
HARV,2.331789901,0.93273258
HARV,2.367591649,0.831240115
HARV,2.729051329,0.585759383
HARV,0.812122698,0.893551689
HARV,6.080518655,0.876736345
HARV,3.024176904,0.864809504
HARV,1.043526923,0.700690081
HARV,2.769688288,0.63480663
HARV,0.943929132,0.89714427
HARV,3.708074265,0.688795337
HARV,4.159075001,0.51538808
HARV,0.538282199,0.649796904
HARV,5.920938545,0.679949131
HARV,3.336672113,0.83847619
HARV,0.446257312,0.689373297
HARV,3.296646997,0.667189505
HARV,1.680648025,0.895791197
HARV,1.639179382,0.597541923
HARV,3.554097841,0.65417256
HARV,6.036570938,0.754589633
HARV,1.187605577,0.860937665
HARV,4.979421751,0.483131432
HARV,0.77122041,0.6855978
HARV,0.449886049,0.868237815
HARV,2.915860018,0.598613832
HARV,2.942444267,0.707195342
HARV,0.618955924,0.734783518
HARV,3.027542601,0.829809614
HARV,5.642812076,0.902813299
HARV,2.571119827,0.560289083
HARV,3.138167827,0.901706765
HARV,2.730842498,0.706254748
HARV,2.500189484,0.50924673
HARV,1.59500264,0.755303691
HARV,4.28209417,0.709529754
HARV,2.81796313,0.847171684
HARV,1.473991315,0.721449642
HARV,2.381182451,0.466360217
HARV,0.369265445,0.891613536
HARV,1.285465236,0.600759425
HARV,3.167445116,0.636567045
HARV,6.658703079,0.746381008
HARV,0.668522043,0.846579895
HARV,3.344674249,0.407706422
HARV,1.312227811,0.670913462
HARV,1.393987217,0.870083565
HARV,1.529881184,0.442176871
HARV,4.455942314,0.604492579
HARV,2.150995337,0.759781868
HARV,1.511009696,0.945054945
HARV,4.078996381,0.857410102
HARV,2.187915296,0.403180212
HARV,2.147570726,0.884784638
HARV,1.812705372,0.533781006
HARV,4.388298247,0.709796673
HARV,4.910425535,0.913929785
HARV,1.21022189,0.870119678
HARV,6.670607717,0.935471976
HARV,3.937933794,0.865912763
HARV,1.081194353,0.933130699
HARV,3.977203451,0.858047318
HARV,2.429525151,0.93752943
HARV,2.336632664,0.869386295
HARV,4.113618502,0.751341682
HARV,5.707594863,0.971142521
HARV,1.890766844,0.91281957
HARV,5.729595665,0.831923602
HARV,1.493658486,0.923182862
HARV,1.20122794,0.923783032
HARV,3.658927017,0.738666667
HARV,2.284148822,0.812558575
HARV,0.902689106,0.793873874
HARV,3.776648877,0.934121929
HARV,6.387332384,0.9279577
HARV,3.185593914,0.747612903
HARV,3.834898824,0.899894995
HARV,0.751455924,0.821117562
HARV,2.540707476,0.78630137
HARV,1.485689864,0.855975679
HARV,0.379426877,0.912317328
HARV,3.652078354,0.787213275
HARV,1.848059639,0.80499824
HARV,2.303577469,0.938206133
HARV,3.870397206,0.951155116
HARV,1.578285529,0.826885246
HARV,2.461154387,0.866314678
HARV,2.603396998,0.784530387
HARV,2.631344142,0.6343944
HARV,9.036173954,0.961816782
HARV,3.145099796,0.866916589
HARV,0.921747654,0.892962744
HARV,3.347295872,0.848660992
HARV,3.632693252,0.771406356
HARV,1.182935458,0.888539483
HARV,6.93090698,0.760952381
HARV,4.149029051,0.650132963
HARV,1.055764946,0.890155923
HARV,1.571560677,0.935346939
HARV,2.401232513,0.774878119
HARV,1.474843538,0.809826393
HARV,4.080967149,0.792358611
HARV,2.519382885,0.80764411
HARV,4.828699985,0.825179387
HARV,10.01247014,0.832206759
HARV,9.588470195,0.725333333
HARV,7.133973927,0.809104258
HARV,11.23747788,0.882597403
HARV,9.861526507,0.809943361
HARV,6.477639666,0.774154589
HARV,9.628356565,0.814439141
HARV,7.537175613,0.861350788
HARV,8.069085864,0.878451178
HARV,10.12527482,0.881401617
HARV,0.719960942,0.888977849
HARV,6.857286281,0.859364202
HARV,10.38821132,0.859561753
HARV,7.263499564,0.83618937
HARV,6.880952582,0.896565442
HARV,8.855674475,0.852150538
HARV,4.396946389,0.908783784
HARV,7.091268819,0.918657855
HARV,8.813178051,0.94868286
HARV,11.17861107,0.848386142
HARV,9.102763569,0.820160909
HARV,9.414646281,0.930750206
HARV,6.614653478,0.835920177
HARV,7.326180878,0.812981298
HARV,6.236048571,0.910318747
HARV,9.727004223,0.907878788
HARV,1.686521016,0.605077574
HARV,0.865177557,0.668284448
HARV,2.907048257,0.62181717
HARV,2.641955217,0.687782805
HARV,2.274414684,0.868990385
HARV,3.049066214,0.6887745
HARV,1.553799022,0.612649774
HARV,1.633824406,0.847772131
HARV,1.954997617,0.62677432
HARV,2.649195107,0.652240171
HARV,8.184647032,0.927087131
HARV,2.297588481,0.863425003
HARV,1.699181874,0.681320591
HARV,2.595461754,0.723362319
HARV,2.844941536,0.867456897
HARV,0.622815239,0.753552492
HARV,6.094228849,0.755811756
HARV,3.433479763,0.729842932
HARV,0.368434324,0.907712591
HARV,2.420827871,0.852228303
HARV,2.084698866,0.724392288
HARV,1.345332909,0.875704767
HARV,3.294718632,0.655353854
HARV,1.658237857,0.63944186
HARV,4.046154889,0.791643454
HARV,0.868006602,0.770369263
HARV,8.871776822,0.765034255
HARV,2.710713035,0.837000449
HARV,1.767873362,0.80643855
HARV,5.413688711,0.818329498
HARV,0.295229483,0.910292974
HARV,3.583359751,0.880385488
HARV,5.64018923,0.905541802
HARV,3.004408561,0.818181818
HARV,4.227923703,0.89400762
HARV,4.338528097,0.830435334
HARV,3.801193933,0.690328305
HARV,10.6020636,0.92437566
HARV,4.902268261,0.824770286
HARV,0.928732601,0.770948783
HARV,5.111948189,0.87898017
HARV,5.403529302,0.867088608
HARV,2.941492408,0.853102747
HARV,8.696405098,0.820797669
HARV,5.897115827,0.82372449
HARV,2.827283011,0.94091201
HARV,0.246075194,0.881866065
HARV,3.941374154,0.723276561
HARV,3.008677784,0.812093953
HARV,5.851287264,0.732119969
HARV,4.260254581,0.710852018
HARV,6.597794579,0.827440633
HARV,1.77156879,0.768035999
HARV,11.30695285,0.873943492
HARV,2.605009616,0.810544218
HARV,4.195941347,0.885413705
HARV,4.429717699,0.894134858
HARV,1.129427503,0.615330591
HARV,6.210884239,0.661744706
HARV,3.897490575,0.94335298
HARV,0.542405016,0.746392542
HARV,3.788137098,0.85211536
HARV,1.939648037,0.441508763
HARV,2.140400185,0.882015489
HARV,4.135846456,0.682295012
HARV,5.418116748,0.964432616
HARV,1.287599731,0.478606772
HARV,5.26834277,0.892208553
HARV,1.283426969,0.787110916
HARV,0.89931812,0.607462687
HARV,3.277021192,0.902068045
HARV,2.531350848,0.761615661
HARV,1.205497526,0.786948177
HARV,3.347847597,0.733912205
HARV,5.971781723,0.628926039
HARV,3.131021041,0.815894797
HARV,3.609361038,0.665910809
HARV,0.626078404,0.849162011
HARV,1.955495134,0.802820356
HARV,0.78959051,0.932810047
HARV,4.400229088,0.890590347
HARV,6.004602481,0.86698408
HARV,3.569167962,0.782033097
HARV,6.167530375,0.872517321
BLAN,0.62552143,0.976844728
BLAN,0.467103109,0.86096423
BLAN,0.235350138,0.383430352
BLAN,1.513820832,0.358916479
BLAN,0.946198036,0.975095372
BLAN,1.046775687,0.89836716
BLAN,0.612857869,0.96278034
BLAN,0.120613182,0.223252198
BLAN,0.161334908,0.299485377
BLAN,0.911336323,0.967550702
BLAN,1.216240643,0.668728909
BLAN,0.644623185,0.987032596
BLAN,0.749402931,0.987012987
BLAN,0.302382074,0.751019299
BLAN,0.609883541,0.986648341
BLAN,0.755981661,0.923780718
BLAN,0.214909904,0.426318213
BLAN,0.292241246,0.261380766
BLAN,0.763595466,0.953975206
BLAN,0.147931428,0.348548991
BLAN,0.462549189,0.982652025
BLAN,0.075352571,0.586119729
BLAN,0.685342292,0.982412451
BLAN,0.538140219,0.908646274
BLAN,1.584743013,0.676835401
BLAN,0.68009546,0.977073958
BLAN,1.286186348,0.365003959
BLAN,0.824768875,0.963147731
BLAN,0.24589941,0.95910977
BLAN,0.387172694,0.522123894
BLAN,0.225482166,0.340836593
BLAN,1.270880481,0.984001185
BLAN,0.366958477,0.384285627
BLAN,0.971961385,0.992454219
BLAN,0.510626522,0.439575972
BLAN,0.314249462,0.990207096
BLAN,1.744288389,0.653100526
BLAN,1.171584186,0.981400804
BLAN,1.277224794,0.980984842
BLAN,0.230489784,0.719975109
BLAN,1.140702801,0.981036546
BLAN,0.530878194,0.324199222
BLAN,0.993172898,0.982803544
BLAN,1.81513396,0.284324943
BLAN,1.501195495,0.991164241
BLAN,0.331348958,0.308964317
BLAN,0.296528845,0.977360574
BLAN,0.208605532,0.880300708
BLAN,1.218525903,0.409842259
BLAN,0.307601228,0.956168468
BLAN,0.91662693,0.932855526
BLAN,0.455523724,0.93445187
BLAN,0.388935664,0.772422464
BLAN,0.116111853,0.977440409
BLAN,1.447487202,0.859791425
BLAN,1.095616844,0.37354453
BLAN,0.496393698,0.978070175
BLAN,0.635401809,0.87683239
BLAN,0.45721671,0.330197362
BLAN,0.482759895,0.970651226
BLAN,0.170196622,0.746955913
BLAN,0.343452168,0.951425554
BLAN,1.162423565,0.694826007
BLAN,0.849717763,0.985099338
BLAN,0.677537102,0.766300179
BLAN,0.781893635,0.368806632
BLAN,0.154521032,0.922574969
BLAN,0.557686701,0.278196334
BLAN,0.4549475,0.371845403
BLAN,1.485859791,0.968743248
BLAN,0.574562311,0.317297912
BLAN,1.184124324,0.987556662
BLAN,0.722434944,0.425132458
BLAN,0.16356915,0.965737424
BLAN,0.237777854,0.527653214
BLAN,1.7150016,0.982562039
BLAN,0.267630095,0.919198895
BLAN,1.048767344,0.957870099
BLAN,0.420209585,0.470574163
BLAN,1.029060259,0.960342208
BLAN,0.887123389,0.877474403
BLAN,1.933898976,0.583546363
BLAN,1.0294362,0.962217946
BLAN,1.635731877,0.653047555
BLAN,1.174381672,0.945883326
BLAN,0.349620683,0.579267486
BLAN,0.663857155,0.984316962
BLAN,2.164343135,0.65107535
BLAN,0.733151193,0.659819585
BLAN,1.511343798,0.603002502
BLAN,0.476212546,0.900312025
BLAN,0.588946407,0.951591801
BLAN,0.175991325,0.251717397
BLAN,0.123532227,0.329010398
BLAN,0.92617229,0.972007998
BLAN,0.05940979,0.177756654
BLAN,0.627381398,0.990677221
BLAN,0.168714921,0.363381571
BLAN,0.658876528,0.979939819
BLAN,0.344761401,0.44030149
BLAN,1.156450266,0.985390554
BLAN,0.303784106,0.957394342
BLAN,0.511993858,0.973315931
BLAN,0.565402565,0.365480248
BLAN,1.008367678,0.958789032
BLAN,1.408414565,0.611970326
BLAN,0.837358681,0.987603306
BLAN,0.941322297,0.900822063
BLAN,0.108874372,0.611172094
BLAN,0.803817665,0.983495058
BLAN,0.194108935,0.826415094
BLAN,0.65628655,0.978592225
BLAN,1.478877266,0.648686417
BLAN,1.164782382,0.990604715
BLAN,0.336892207,0.672220442
BLAN,1.110709842,0.62610871
BLAN,0.349146019,0.599298773
BLAN,1.378176397,0.987760503
BLAN,1.828267603,0.722589168
BLAN,0.820027304,0.988207354
BLAN,0.482637299,0.233760396
BLAN,0.143833303,0.973016481
BLAN,0.139664018,0.831457008
BLAN,1.063686773,0.420166229
